Name,wildtype-rep1,wildtype-rep2,revR-rep1,revR-rep2,virR-rep1,virR-rep2,Length,Gene,Product,On same fragment,Ambiguous alignment
CPE0296,110,143,164,466,156,221,825,tktN,transketolase N-terminal section,222xCPE0297,
CPE0297,271,274,359,420,378,419,945,tktC,transketolase C-terminal section,222xCPE0296,
CPE0298,7,27,26,140,25,36,858,,hypothetical protein,2xCPE0299,
CPE0299,214,617,229,704,206,578,687,ftsE,cell-division ATP-binding protein,823xCPE0300 2xCPE0298,
CPE0300,526,1209,808,1368,535,1463,933,ftsX,cell-division protein,823xCPE0299 8xCPE0301,
CPE0301,28,41,33,76,45,86,1287,,carboxyl-terminal protease,15xCPE0302 8xCPE0300,
CPE0302,67,112,68,126,80,125,1281,,hypothetical protein,38xCPE0303 15xCPE0301,
CPE0303,27,63,38,158,28,94,1980,uvrB,excinuclease ABC subunit B,38xCPE0302,
CPE0304,161,327,226,237,280,428,852,,degV family protein,,
CPE0305,44,103,60,135,49,85,726,,ABC transporter,32xCPE0306,
CPE0306,69,131,93,180,66,100,1599,,hypothetical protein,32xCPE0305,
CPE0307,40,84,45,47,30,106,1005,,lipase,2xCPE0308,
CPE0308,56,144,96,160,64,148,1566,,MutS domain protein,67xCPE0309 2xCPE0307,
CPE0309,44,116,63,65,51,96,687,,transcriptional regulator,67xCPE0308,
CPE0310,31,62,33,197,111,106,1524,,L-lactate permease,8xCPE0311,
CPE0311,9,4,3,4,16,8,789,etfB,electron transfer flavoprotein beta-subunit,8xCPE0310 2xCPE0312,
CPE0312,9,3,2,5,28,6,1194,eftA,electron-transfer flavoprotein alpha-subunit,2xCPE0311 1xCPE0313,
CPE0313,19,10,6,13,39,24,1401,,glycolate oxidase subunit,1xCPE0312,
CPE0314,35,102,60,515,18,33,399,,hypothetical protein,,
CPE0315,42,116,49,121,46,129,510,sipS,type I signal peptidase,,
CPE0316,10,14,11,68,12,28,780,,transcriptional regulator,,
CPE0317,20,34,11,29,41,95,1404,fucK,rhamnulokinase,2xCPE0318,
CPE0318,25,31,7,29,46,122,1788,fucI,L-fucose isomerase,20xCPE0319 2xCPE0317,
CPE0319,14,12,9,35,28,58,657,fucA,L-fuculose phosphate aldolase,51xCPE0320 20xCPE0318,
CPE0320,14,3,9,21,24,45,438,,PTS system mannose-specific transporter subunits II,51xCPE0319 32xCPE0321,
CPE0321,11,14,4,24,33,55,474,,PTS system protein,55xCPE0322 32xCPE0320,
CPE0322,13,17,6,26,37,49,777,,PTS system protein,55xCPE0321 22xCPE0323,
CPE0323,13,15,1,11,21,35,804,,PTS system protein,22xCPE0322 3xCPE0324,
CPE0324,19,20,4,19,37,55,1317,,glycosyl hydrolase,6xCPE0325 3xCPE0323,
CPE0325,26,21,1,9,39,64,1890,,hypothetical protein,6xCPE0324,
CPE0326,9,5,1,8,18,21,429,lacA,galactose-6-phosphate isomerase subunit LacA,7xCPE0327,
CPE0327,10,14,0,5,16,17,516,lacB,galactose-6-phosphate isomerase subunit LacB,16xCPE0328 7xCPE0326,1xCPE0104 1xCPE2313 1xCPE2159
CPE0328,18,23,6,5,49,44,933,lacC,tagatose-6-phosphate kinase,16xCPE0327,
CPE0329,80,70,14,52,119,130,2388,,hypothetical protein,,
CPE0330,18,40,23,44,23,62,381,,hypothetical protein,,
CPE0331,7,18,4,10,234,264,675,,hypothetical protein,,
CPE0332,5,14,7,13,4,17,624,,DedA family protein,1xCPE0333,1xCPE2284
CPE0333,30,68,32,150,50,149,2658,,cation-transporting ATPase,1xCPE0332,
CPE0334,77,250,136,213,54,167,564,,hypothetical protein,,
CPE0335,132,491,226,365,45,187,573,xpt,xanthine phosphoribosyltransferase,,
CPE0336,11,21,7,6,15,8,933,,threonine and homoserine efflux system,,
CPE0337,11,31,32,102,8,26,1383,,amino acid transporter,,2xCPE2159 1xCPE2291 1xCPE0021
CPE0338,17,35,25,33,14,17,1305,,hypothetical protein,,2xCPE2284 1xCPE2087 1xCPE2073 1xCPE0021 1xCPE0489 1xCPE1470
CPE0339,15,51,21,41,48,97,1386,tldD,TldD protein,13xCPE0340,
CPE0340,4,21,13,35,16,45,1350,pmbA,TldD/PmbA family protein,13xCPE0339,
CPE0341,47,85,52,194,59,126,1587,,aspartate aminotransferase,,
CPE0342,8,18,9,30,8,19,483,,methylated-DNA-protein-cystein methyltransferase,14xCPE0343,
CPE0343,23,40,27,40,36,47,2175,recQ,ATP-dependent DNA helicase RecQ,14xCPE0342,
CPE0344,3,7,4,4,2,9,798,,arginine deiminase,,1xCPE1625 1xCPE0020 1xCPE0247 1xCPE1858 1xCPE1484 1xCPE2135 1xCPE2265
CPE0345,3,23,11,16,11,16,1458,,multidrug efflux protein,,
CPE0346,2,11,7,12,6,15,750,,transcriptional regulator,,
CPE0347,22,46,50,187,37,70,672,,transcriptional regulator,,
CPE0348,74,193,57,136,144,186,2820,uvrA,excinuclease ABC subunit A,,
CPE0349,91,166,96,237,92,164,435,,FHA domain protein,265xCPE0350,
CPE0350,67,202,96,317,79,143,1230,ftsW,"cell cycle protein, FtsW/RodA/SpoVE family",265xCPE0349 80xCPE0351,
CPE0351,74,163,92,137,125,163,1464,,penicillin-binding protein,80xCPE0350,
CPE0352,27,118,83,284,37,87,1863,uvrC,excinuclease ABC subunit C,4xCPE0353,
CPE0353,66,134,76,93,96,121,915,murB,UDP-N-acetylenolpyruvoylglucosamine reductase,4xCPE0352,
CPE0354,27,73,76,236,31,63,885,,glmZ(sRNA)-inactivating NTPase,55xCPE0355,
CPE0355,15,33,42,94,26,35,1347,,LPPG:FO 2-phospho-L-lactate transferase,55xCPE0354 18xCPE0356,
CPE0356,11,26,29,39,17,32,951,,hypothetical protein,18xCPE0355,
CPE0357,1,2,1,1,6,5,555,,hypothetical protein,,
CPE0358,1,6,3,12,5,13,1245,,hypothetical protein,1xCPE0359,
CPE0359,1,1,0,1,0,2,537,,RNA polymerase ECF-type sigma factor,1xCPE0358,
CPE0360,188,380,139,428,186,386,3579,dnaE,DNA polymerase III DnaE,,
CPE0361,65,244,208,951,79,217,960,pfkA,6-phosphofructokinase,45xCPE0362,
CPE0362,255,738,592,1355,361,1088,1404,pykA,pyruvate kinase,45xCPE0361,
CPE0363,8,11,20,10,55,87,357,,hypothetical protein,,
CPE0364,22,55,41,59,18,32,798,,dehydrogenase,3xCPE0365,
CPE0365,48,102,57,56,47,71,1536,clsB,cardiolipin synthetase,3xCPE0364,
CPE0366,11,30,8,21,15,16,1563,,GntR family transcriptional regulator,1xCPE0367,
CPE0367,24,34,19,18,22,25,1368,,RNA methyltransferase,1xCPE0366,
CPE0368,4,20,11,22,24,29,900,,hypothetical protein,1xCPE0369,
CPE0369,22,24,31,23,54,46,3906,,hypothetical protein,1xCPE0368,1xCPE0489 1xCPE2382
CPE0370,4,12,5,1,19,52,858,,transcriptional regulator,,
CPE0371,56,38,25,43,69,42,1269,,hypothetical protein,1xCPE0372,
CPE0372,3,7,1,16,11,4,927,,ABC transporter,4xCPE0373 1xCPE0371,
CPE0373,10,7,4,12,13,13,828,,suger ABC transporter,7xCPE0374 4xCPE0372,
CPE0374,18,14,6,9,27,17,2208,aga,alpha-galactosidase,7xCPE0373 1xCPE0375,
CPE0375,51,23,14,24,73,34,2538,,endo-beta-galactosidase C,1xCPE0374,
CPE0376,86,156,114,145,128,186,552,,hypothetical protein,,
CPE0377,10,29,17,41,23,33,579,,TetR family transcriptional regulator,,
CPE0378,31,79,55,237,78,98,1794,,myosin-cross-reactive antigen,,
CPE0379,68,215,126,300,86,302,1734,,ABC transporter permease/ATP-binding protein,35xCPE0380,
CPE0380,45,119,88,134,138,239,1782,,ABC transporter,35xCPE0379,
CPE0381,195,185,791,1397,297,774,399,,hypothetical protein,,
CPE0382,3,3,0,6,2,12,1029,,autolytic lysozyme,,
CPE0383,2,17,2,8,80,130,408,,hypothetical protein,,
CPE0384,66,139,85,53,64,116,921,,outer membrane N-deacetylase,,
CPE0385,166,497,413,274,174,519,741,,oxidoreductase,,
CPE0386,9,6,14,18,16,16,732,,transcriptional regulator,,
CPE0387,17,23,19,11,50,151,786,udp,uridine phosphorylase,6xCPE0388,
CPE0388,26,48,42,81,124,239,1191,deoB,phosphopentomutase,6xCPE0387,
CPE0389,159,154,203,1635,397,130,1446,arcD,amino acid permease,169xCPE0390,
CPE0390,108,246,260,1948,156,153,963,dchS,"histidine decarboxylase, pyruvoyl type",169xCPE0389,
CPE0391,39,54,50,18,27,30,834,,phosphoesterase,4xCPE0392,
CPE0392,16,54,22,51,12,47,153,,hypothetical protein,35xCPE0393 4xCPE0391,
CPE0393,91,259,83,239,90,179,864,,tartronate semialdehyde reductase,35xCPE0392,
CPE0394,78,188,49,128,65,128,906,nadA,quinolinate synthetase,69xCPE0395,
CPE0395,78,339,66,204,103,251,1320,nadB,L-aspartate oxidase,119xCPE0396 69xCPE0394,2xCPE0665 1xCPE0476 1xCPE0481 1xCPE1649
CPE0396,50,205,68,164,62,111,840,nadC,nicotinate-nucleotide pyrophosphorylase,119xCPE0395,
CPE0397,49,700,119,1931,30,120,1359,uapC,transporter,,
CPE0398,2,4,8,0,7,2,819,deoD,purine nucleoside phosphorylase,1xCPE0399,
CPE0399,10,14,11,34,9,16,678,,transporter,63xCPE0400 1xCPE0398,
CPE0400,14,33,24,124,33,41,642,,DNA-binding transcriptional activator YeiL,63xCPE0399,
CPE0401,9,14,15,76,12,17,318,,hypothetical protein,19xCPE0402,
CPE0402,14,26,24,69,12,28,612,,hypothetical protein,19xCPE0401 1xCPE0403,
CPE0403,38,80,48,20,30,61,537,,hypothetical protein,1xCPE0402,
CPE0404,8,25,8,24,15,32,1338,brnQ,branched chain amino acid ABC transporter carrier protein,,
CPE0405,142,650,283,1008,143,431,873,,hypothetical protein,2xCPE0406,
CPE0406,51,181,123,226,52,153,1347,,reticuline oxidase,2xCPE0405,
CPE0407,6,75,33,622,6,31,354,,hypothetical protein,,1xCPE0503
CPE0408,4,14,15,69,3,14,825,,sugar phosphate phosphatase,1xCPE0409,
CPE0409,12,22,24,53,21,22,1434,,hydroxyglutarate oxidase,1xCPE0408,
CPE0410,6,16,13,23,13,16,1200,,transposase,6xCPE0411,8xCPE0878 6xCPE0536 2xCPE0767 1xCPE1437 1xCPE0537
CPE0411,32,30,51,41,42,21,933,,monooxygenase,6xCPE0410,1xCPE1476
CPE0412,22,58,28,47,29,57,378,,hypothetical protein,,
CPE0413,163,405,286,355,217,327,573,,carbonic anhydrase,4xCPE0414,
CPE0414,21,60,48,54,15,33,639,,hypothetical protein,34xCPE0415 4xCPE0413,
CPE0415,18,50,37,31,8,23,390,,hypothetical protein,34xCPE0414,
CPE0416,196,580,271,1783,338,641,1872,htpG,heat shock protein 90,3xCPE0417,5xCPE0489 4xCPE0965 4xCPE1864 4xCPE1858 1xCPE2087 1xCPE2162 1xCPE0021 1xCPE1605
CPE0417,29,94,57,148,41,68,993,,LacI family transcriptional regulator,3xCPE0416,1xCPE1517
CPE0418,14,27,13,16,44,57,1665,,"exo-alpha-1,4-glucosidase",,
CPE0419,47,35,15,40,117,137,1656,,"PTS system, IIBC component",28xCPE0420,1xCPE1219
CPE0420,18,27,11,18,62,83,792,,hypothetical protein,28xCPE0419,
CPE0421,50,27,15,38,161,60,738,glpQ,glycerophosphodiester phosphodiesterase,3xCPE0422,
CPE0422,54,34,4,28,185,43,1287,,L-fucose transporter,3xCPE0421,
CPE0423,27,49,28,66,42,44,2613,pcrA,ATP-dependent DNA helicase,,
CPE0424,74,151,158,186,88,122,660,trmB,tRNA (guanine-N(7)-)-methyltransferase,,
CPE0425,65,77,97,170,74,100,855,,hypothetical protein,,
CPE0426,11,25,6,8,10,24,1284,,hypothetical protein,,
CPE0427,1,4,2,2,14,6,579,,hypothetical protein,,
CPE0428,1,6,6,1,8,13,156,,hypothetical protein,,
CPE0429,35,118,54,256,65,84,552,,hypothetical protein,,
CPE0430,29,53,8,15,200,283,543,sipS,type I signal peptidase,,
CPE0431,3,4,3,5,39,19,843,,hypothetical protein,,
CPE0432,0,6,2,5,17,11,840,,"hydrolase, alpha/beta fold family",1xCPE0433,
CPE0433,72,129,91,88,150,146,1296,,hypothetical protein,1xCPE0432,
CPE0434,285,666,245,665,244,600,489,,GNAT family acetyltransferase,,
CPE0435,165,410,224,911,217,380,336,,hypothetical protein,689xCPE0436,
CPE0436,414,1131,468,2756,577,1402,417,,hypothetical protein,689xCPE0435,
CPE0437,138,233,109,271,235,395,1338,hlyB,hemolysin,,
CPE0438,46,17,25,88,52,75,1053,,ion-uptake ABC transporter,57xCPE0439,
CPE0439,27,22,12,56,23,47,1593,,iron-uptake ABC transporter,57xCPE0438 10xCPE0440,
CPE0440,8,21,8,32,13,45,681,,ABC transporter,10xCPE0439,
CPE0441,21,29,28,39,5,28,690,,nitrite reductase subunit NirD,4xCPE0442,
CPE0442,1397,2066,1821,2573,1411,2645,174,,BFD-like iron-sulfur cluster-binding protein,4xCPE0441,
CPE0443,2,17,3,6,5,11,372,,GntR family transcriptional regulator,10xCPE0444,
CPE0444,8,13,2,9,8,20,864,,ABC transporter,11xCPE0445 10xCPE0443,
CPE0445,2,11,0,11,2,13,627,,hypothetical protein,11xCPE0444 6xCPE0446,
CPE0446,6,13,7,25,11,30,642,,hypothetical protein,8xCPE0447 6xCPE0445,
CPE0447,117,322,148,137,172,318,381,lguL,lactoylglutathione lyase,8xCPE0446,
CPE0448,9,22,14,46,10,18,858,,transcriptional regulator,,
CPE0449,11,75,59,60,28,286,1149,adh,alcohol dehydrogenase,,
CPE0450,11,23,31,20,26,30,324,,hypothetical protein,19xCPE0451,
CPE0451,18,25,19,17,17,33,393,,putative lyase,19xCPE0450,
CPE0452,238,373,122,164,301,501,1878,entC,enterotoxin,,
CPE0453,11,19,11,19,11,16,786,,MerR family transcriptional regulator,,
CPE0454,6,40,12,13,41,53,1821,,hypothetical protein,,
CPE0455,174,179,20,4,65,113,510,,alkaline phosphatase-like protein,64xCPE0456,
CPE0456,94,113,29,2,51,87,633,,hypothetical protein,64xCPE0455 3xCPE0457,
CPE0457,71,71,20,26,31,62,705,,DNA-binding response regulator,31xCPE0458 3xCPE0456,
CPE0458,485,455,100,46,353,362,2232,,sensor histidine kinase,31xCPE0457,
CPE0459,8,23,21,24,15,19,246,,hypothetical protein,27xCPE0460,
CPE0460,21,47,45,56,22,40,696,,hypothetical protein,27xCPE0459,
CPE0461,7,15,11,12,7,8,663,,capsular polysaccharide biosynthesis protein,15xCPE0462,
CPE0462,4,23,9,15,5,18,678,,capsular polysaccharide biosynthesis protein,15xCPE0461 7xCPE0463,
CPE0463,6,12,7,14,15,18,1914,,capsular polysaccharide biosynthesis protein,7xCPE0462 2xCPE0464,
CPE0464,3,5,3,4,12,6,1143,,spore coat polysaccharide biosynthesis protein,2xCPE0463,
CPE0465,5,15,4,7,13,12,1233,,hypothetical protein,12xCPE0466,
CPE0466,2,4,4,2,12,11,414,,hypothetical protein,12xCPE0465 2xCPE0467,
CPE0467,7,10,2,6,20,25,918,,hypothetical protein,4xCPE0468 2xCPE0466,
CPE0468,2,2,4,3,8,11,288,,hypothetical protein,8xCPE0469 4xCPE0467,
CPE0469,1,6,4,4,19,20,456,,hypothetical protein,8xCPE0468 1xCPE0470,
CPE0470,6,16,4,10,41,59,186,,hypothetical protein,13xCPE0471 1xCPE0469,
CPE0471,86,202,78,202,221,497,219,,hypothetical protein,13xCPE0470,
CPE0472,11,61,24,76,48,226,1872,,ABC transporter,,1xCPE0706
CPE0473,20,50,26,17,65,106,618,,UDP-galactose phosphate transferase,36xCPE0474,
CPE0474,15,34,17,16,32,63,639,cysE,serine O-acetyltransferase,36xCPE0473 19xCPE0475,
CPE0475,15,49,26,30,41,63,1158,,capsular polysaccharide biosynthesis protein,54xCPE0476 19xCPE0474,
CPE0476,15,43,16,24,51,70,1107,,capsular polysaccharide biosynthesis protein,54xCPE0475 20xCPE0477,1xCPE0395 1xCPE0665 1xCPE2159 1xCPE1649 1xCPE0482
CPE0477,28,39,25,28,82,95,885,,beta-glycosyltransferase,27xCPE0478 20xCPE0476,
CPE0478,11,30,18,22,49,68,1068,,capsular polysaccharide biosynthesis protein,27xCPE0477 9xCPE0479,2xCPE0021 1xCPE1340 1xCPE2159 1xPCP14 1xCPE0914 1xCPE0117 1xCPE2382 1xCPE2523 1xCPE1880
CPE0479,13,24,14,11,53,50,1110,,capsular polysaccharide biosynthesis protein,20xCPE0480 9xCPE0478,1xCPE0063 1xCPE0489 1xCPE2159 1xCPE0267
CPE0480,17,25,9,11,44,45,1191,,capsular polysaccharide biosynthsis protein,20xCPE0479 5xCPE0481,
CPE0481,13,24,14,25,30,46,1029,,"beta-1,4-galactosyltransferase",14xCPE0482 5xCPE0480,7xCPE0021 7xCPE1864 5xCPE1901 4xCPE0489 3xCPE2284 3xCPE1880 2xCPE0117 2xCPE1340 2xCPE1586 2xCPE1396 2xCPE0544 1xCPE2617 1xCPE0395 1xCPE2162 1xCPE2513 1xCPE0665 1xCPE1481 1xCPE1476 1xCPE2358 1xCPE2230 1xCPE1514 1xCPE1057 1xCPE0104 1xCPE1858
CPE0482,24,10,11,9,50,75,1155,,glycero-phosphotransferase,17xCPE0483 14xCPE0481,1xCPE0476
CPE0483,19,23,12,37,41,89,423,,glycerol-3-phosphate cytidyltransferase,126xCPE0484 17xCPE0482,
CPE0484,22,48,12,39,57,104,993,,capsular polysaccharide biosynthsis protein,126xCPE0483 10xCPE0485,
CPE0485,13,27,10,8,39,62,1191,,capsular polysaccharide biosynthsis protein,18xCPE0486 10xCPE0484,
CPE0486,9,30,7,11,43,55,1188,,galactosyl transferase,24xCPE0487 18xCPE0485,
CPE0487,17,28,11,6,55,61,924,,hypothetical protein,28xCPE0488 24xCPE0486,
CPE0488,27,31,17,19,107,70,1167,,capsular polysaccharide biosynthsis protein,28xCPE0487 27xCPE0489,
CPE0489,68,368,91,612,129,292,1539,,flippase,27xCPE0488 15xCPE0490,287xCPE1864 87xCPE1858 78xCPE0021 69xCPE2284 44xCPE0665 32xCPE0117 27xCPE2087 27xCPE0544 22xCPE0965 16xCPE2162 15xCPE1476 14xCPE1340 14xCPE1396 14xCPE1901 11xPCP34 7xCPE2358 5xCPE0416 5xCPE1002 4xCPE0481 4xCPE1880 3xCPE0767 3xCPE0536 3xCPE0805 3xCPE1586 2xCPE2313 2xCPE1564 2xCPE0204 2xCPE1470 1xCPE0338 1xCPE2107 1xCPE2165 1xPCP48 1xCPE1484 1xCPE1368 1xCPE0063 1xCPE1609 1xCPE2172 1xCPE2523 1xCPE2159 1xCPE1418 1xCPE2271 1xCPE1238 1xCPE1057 1xCPE1702 1xCPE0479 1xCPE0104 1xCPE0369
CPE0490,77,73,29,24,263,170,1806,,glucosamine-6-phosphate deaminase-like protein,15xCPE0489,
CPE0491,41,95,60,120,28,36,699,,capsular polysaccharide biosynthsis protein,77xCPE0492,
CPE0492,43,124,88,89,34,36,654,,capsular polysaccharide biosynthsis protein,77xCPE0491,
CPE0493,24,50,30,18,15,13,669,,capsular polysaccharide biosynthsis protein,43xCPE0494,
CPE0494,19,70,85,48,15,27,1347,,NDP-suger dehydrogenase,43xCPE0493 17xCPE0495,
CPE0495,6,33,33,35,6,17,1047,,mannose-1-phosphate guanylyltransferase,17xCPE0496 17xCPE0494,
CPE0496,17,36,66,20,16,26,726,,N-acetyl-mannosamine transferase,71xCPE0497 17xCPE0495,
CPE0497,18,41,61,29,17,16,435,,hypothetical protein,71xCPE0496 33xCPE0498,
CPE0498,16,41,26,48,16,16,657,,hexosyltransferase,33xCPE0497 5xCPE0499,1xCPE1012
CPE0499,25,50,48,31,31,39,1128,,hexosyltransferase,22xCPE0500 5xCPE0498,1xCPE1837 1xCPE0626
CPE0500,22,55,55,20,32,44,1230,,hexosyltransferase,22xCPE0499 9xCPE0501,1xCPE2172
CPE0501,31,76,31,18,31,55,981,,capsular polysaccharide biosynthsis protein,25xCPE0502 9xCPE0500,1xCPE1375 1xCPE1564
CPE0502,42,89,90,40,56,74,1104,,lipopolysaccharide biosynthesis protein,36xCPE0503 25xCPE0501,
CPE0503,58,126,109,43,67,78,1485,,hypothetical protein,75xCPE0504 36xCPE0502,1xCPE0407
CPE0504,66,191,153,156,125,160,1047,,spore coat polysaccharide biosynthesis protein,77xCPE0505 75xCPE0503,
CPE0505,59,164,112,100,110,124,1521,,flippase,77xCPE0504 2xCPE0506,
CPE0506,135,276,180,171,169,283,921,galF,UTP-glucose-1-phosphate uridylyltransferase,2xCPE0505,4xCPE0510
CPE0507,65,45,6,8,193,134,648,,RNA polymerase sigma factor,,
CPE0508,16,27,15,49,21,44,2244,,hypothetical protein,8xCPE0509,
CPE0509,58,105,49,67,96,131,1017,galE,UDP-glucose 4-epimerase,8xCPE0508,
CPE0510,75,157,93,91,101,201,945,galF,UTP-glucose-1-phosphate uridylyltransferase,,4xCPE0506
CPE0511,0,4,2,5,20,29,693,,hypothetical protein,,
CPE0512,107,116,78,136,126,218,2205,agaN,alpha-galactosidase,,
CPE0513,37,87,75,45,56,96,750,,hypothetical protein,,
CPE0514,0,0,1,1,2,3,525,,signal peptidase type I,1xCPE0515,
CPE0515,0,0,4,2,10,7,636,,hypothetical protein,3xCPE0516 1xCPE0514,
CPE0516,0,3,1,0,1,2,726,,hypothetical protein,3xCPE0515 2xCPE0517,
CPE0517,4,14,12,26,10,26,1845,,von Willebrand factor A,2xCPE0516,
CPE0518,1,5,4,5,3,8,717,,DNA-binding response regulator,12xCPE0519,
CPE0519,13,7,6,15,11,16,1296,,sensor histidine kinase,12xCPE0518,1xCPE1217
CPE0520,93,151,83,122,126,249,807,,hypothetical protein,,
CPE0521,8,15,8,14,13,14,447,,PTS system L-ascorbate-specific transporter subunit,2xCPE0522,
CPE0522,3,9,6,12,4,9,273,,PTS system ascorbate-specific transporter subunits,9xCPE0523 2xCPE0521,
CPE0523,7,24,15,21,14,20,1272,ulaA,PTS system ascorbate-specific transporter subunit IIC,9xCPE0522,
CPE0524,98,211,217,309,81,181,795,,"HAD hydrolase, IIB family",,
CPE0525,12,25,26,28,42,37,447,,MarR family transcriptional regulator,,
CPE0526,12,48,30,68,21,44,2298,,ABC transporter,18xCPE0527,
CPE0527,12,41,17,89,16,39,1857,,ABC transporter,18xCPE0526,
CPE0528,24,32,29,18,28,27,882,,hypothetical protein,,
CPE0529,51,39,294,23,118,207,1050,,"transporter, auxin efflux carrier family",,
CPE0530,104,109,545,50,282,622,999,ldhD,D-lactate dehydrogenase,,
CPE0531,34,72,62,51,46,80,1551,,sensor histidine kinase,24xCPE0532,
CPE0532,19,21,17,21,9,42,669,,two-component response regulator,26xCPE0533 24xCPE0531,
CPE0533,30,62,38,117,61,118,180,,hypothetical protein,26xCPE0532 12xCPE0534,
CPE0534,144,265,134,223,161,249,531,,hypothetical protein,12xCPE0533,
CPE0535,1,9,4,6,5,14,642,,hypothetical protein,,
CPE0536,25,66,34,156,38,47,927,,transposase,18xCPE0537,6xCPE0767 6xCPE0410 4xCPE2284 3xCPE0489 2xCPE0117 1xCPE1340 1xCPE2165 1xCPE0596 1xCPE0544
CPE0537,40,52,21,50,56,39,273,,transposase,19xCPE0538 18xCPE0536,168xCPE0878 1xCPE0410
CPE0538,55,132,80,171,92,117,414,,hypothetical protein,19xCPE0537,
CPE0539,30,141,87,415,27,71,1116,,NAD-dependent 4-hydroxybutyrate dehydrogenase,76xCPE0540 2xCPE0541,
CPE0540,24,50,30,92,11,21,189,,hypothetical protein,118xCPE0541 76xCPE0539,
CPE0541,40,99,80,191,36,54,681,,TrkA domain protein,118xCPE0540 2xCPE0539,
CPE0542,18,21,28,46,21,27,453,,MarR family transcriptional regulator,,1xCPE2280
CPE0543,3,12,5,4,42,71,1134,,permease,,
CPE0544,225,344,142,113,126,86,1392,,proton/peptide symporter,,64xCPE2284 42xCPE0117 34xCPE1340 27xCPE0489 15xCPE1858 13xCPE1476 12xCPE1864 10xCPE1396 7xCPE0021 6xPCP34 6xCPE1002 5xCPE1901 4xCPE2358 3xCPE2162 2xCPE1818 2xCPE0481 2xCPE0965 2xCPE1586 2xCPE1880 1xCPE2597 1xPCP61 1xCPE0767 1xCPE0665 1xCPE2280 1xCPE0536 1xCPE0250 1xCPE1023 1xCPE1686 1xCPE1609 1xCPE0560 1xCPE1238 1xCPE0104
CPE0545,687,1525,969,1866,954,1246,216,,hypothetical protein,4623xCPE0546,
CPE0546,994,1720,1108,2315,1495,1928,231,,hypothetical protein,4623xCPE0545,
CPE0547,133,357,394,881,340,611,1551,,nitrite/sulfite reductase-like protein,,
CPE0548,94,72,214,181,72,104,816,speD,S-adenosylmethionine decarboxylase,50xCPE0549,
CPE0549,57,109,158,207,57,126,1455,dclY,Orn/Lys/Arg decarboxylase,99xCPE0550 50xCPE0548,
CPE0550,110,143,191,132,107,152,852,speE,spermidine synthase,251xCPE0551 99xCPE0549,
CPE0551,152,219,278,182,172,253,858,speB,agmatinase,251xCPE0550,
CPE0552,110,128,56,87,94,118,264,,hypothetical protein,,
CPE0553,41,27,0,3,508,289,3522,nanJ,exo-alpha-sialidase,11xCPE0554,
CPE0554,119,94,1,11,2013,1371,642,,hypothetical protein,11xCPE0553,
CPE0555,13,79,42,476,33,122,2670,,copper-translocating P-type ATPase,,
CPE0556,0,1,0,2,11,30,657,,NAD(P)H dehydrogenase,,
CPE0557,46,93,35,112,53,125,1137,,glycine betaine/carnitine/choline ABC transporter,51xCPE0558,
CPE0558,26,91,35,147,46,97,1554,,glycine betaine/carnitine/choline ABC transporter,51xCPE0557,
CPE0559,1,1,1,1,1,0,576,sigV,RNA polymerase sigma-70 factor,3xCPE0560,
CPE0560,4,7,3,5,3,9,1089,,hypothetical protein,3xCPE0559,1xCPE1818 1xCPE2284 1xCPE1858 1xCPE1686 1xCPE0544 1xCPE2280
CPE0561,2,4,1,2,13,15,1422,,PTS system,,
CPE0562,5,40,26,46,19,53,1668,,alpha-glucosidase,,
CPE0563,11,13,22,38,16,23,708,treR,transcriptional regulator,,
CPE0564,9,13,6,29,90,135,2187,spoVD,stage V sporulation protein D,,
CPE0565,179,300,171,305,205,334,669,,N-acetylmuramoyl-L-alanine amidase,,
CPE0566,6,1,15,9,6,12,1101,ribB,riboflavin biosynthesis protein RibD,4xCPE0567,1xCPE1818 1xCPE0244 1xCPE0282
CPE0567,0,4,3,6,4,8,654,risA,riboflavin synthase subunit alpha,4xCPE0566,
CPE0568,3,6,7,7,2,15,1146,ribA,riboflavin biosynthesis protein RibA,,
CPE0569,7,7,5,9,5,13,462,ribH,"6,7-dimethyl-8-ribityllumazine synthase",,
CPE0570,43,98,73,165,95,133,873,,hypothetical protein,9xCPE0571,
CPE0571,13,69,37,237,31,102,408,,hypothetical protein,9xCPE0570,
CPE0572,490,1426,641,2424,748,1478,264,,hypothetical protein,,
CPE0573,426,258,6,5,199,207,2220,,hypothetical protein,,
CPE0574,60,25,5,14,119,91,1590,,sensor histidine kinase,5xCPE0575,
CPE0575,21,7,8,6,39,28,1590,,AraC family transcriptional regulator,5xCPE0574 3xCPE0576,
CPE0576,592,523,2,15,317,515,1386,,ABC transporter,28xCPE0577 3xCPE0575,
CPE0577,252,203,3,9,110,100,936,,ABC transporter permease,47xCPE0578 28xCPE0576,
CPE0578,218,157,4,2,115,132,744,,ABC transporter,47xCPE0577,
CPE0579,18,34,42,46,28,39,696,,DedA family protein,32xCPE0580,
CPE0580,7,25,17,22,19,26,1131,,iron-sulfur binding reductase,32xCPE0579 2xCPE0581,
CPE0581,1,18,8,15,2,19,588,,hypothetical protein,2xCPE0580,
CPE0582,36,159,58,138,35,93,633,,hypothetical protein,59xCPE0583,
CPE0583,30,141,49,90,30,47,999,,phosphate ABC transporter permease,59xCPE0582,
